x,y
153.5,3.58311e+06
153.6,-2.66039e+06
153.7,876118
153.8,1.19766e+06
153.9,-2.89329e+06
154,3.66248e+06
154.1,-3.25356e+06
154.2,1.79381e+06
154.3,250091
154.4,-2.22129e+06
154.5,3.48381e+06
154.6,-3.62775e+06
154.7,2.60236e+06
154.8,-733762
154.9,-1.3787e+06
155,3.05473e+06
155.1,-3.75215e+06
155.2,3.24226e+06
155.3,-1.68482e+06
155.4,-421955
155.5,2.40079e+06
155.6,-3.61305e+06
155.7,3.66484e+06
155.8,-2.53498e+06
155.9,583300
156,1.564e+06
156.1,-3.21519e+06
156.2,3.8359e+06
156.3,-3.22199e+06
156.4,1.56671e+06
156.5,600157
156.6,-2.58179e+06
156.7,3.73844e+06
156.8,-3.69396e+06
156.9,2.45809e+06
157,-424825
157.1,-1.75321e+06
157.2,3.37419e+06
157.3,-3.91327e+06
157.4,3.19247e+06
157.5,-1.43943e+06
157.6,-784456
157.7,2.76384e+06
157.8,-3.85949e+06
157.9,3.71473e+06
158,-2.37152e+06
158.1,258457
158.2,1.94596e+06
158.3,-3.53123e+06
158.4,3.98378e+06
158.5,-3.15339e+06
158.6,1.30299e+06
158.7,974584
158.8,-2.9465e+06
158.9,3.9757e+06
159,-3.72676e+06
159.1,2.27511e+06
159.2,-84342.8
159.3,-2.14188e+06
159.4,3.68579e+06
159.5,-4.04698e+06
159.6,3.10451e+06
159.7,-1.15739e+06
159.8,-1.17025e+06
159.9,3.12927e+06
160,-4.08655e+06
160.1,3.72966e+06
160.2,-2.16875e+06
160.3,-97342.7
160.4,2.34053e+06
160.5,-3.83737e+06
160.6,4.1024e+06
160.7,-3.04555e+06
160.8,1.00268e+06
160.9,1.37113e+06
161,-3.31166e+06
161.1,4.19154e+06
161.2,-3.72309e+06
161.3,2.05235e+06
161.4,286398
161.5,-2.54149e+06
161.6,3.98543e+06
161.7,-4.1496e+06
161.8,2.9763e+06
161.9,-838929
162,-1.57688e+06
162.1,3.49316e+06
162.2,-4.29014e+06
162.3,3.70669e+06
162.4,-1.92583e+06
162.5,-482592
162.6,2.7443e+06
162.7,-4.12943e+06
162.8,4.18812e+06
162.9,-2.89655e+06
163,666227
163.1,1.78714e+06
163.2,-3.67325e+06
163.3,4.38186e+06
163.4,-3.68012e+06
163.5,1.78915e+06
163.6,685668
163.7,-2.94847e+06
163.8,4.26883e+06
163.9,-4.21754e+06
164,2.80612e+06
164.1,-484702
164.2,-2.00149e+06
164.3,3.85138e+06
164.4,-4.46616e+06
164.5,3.64308e+06
164.6,-1.64229e+06
164.7,-895338
164.8,3.15351e+06
164.9,-4.40307e+06
165,4.23741e+06
165.1,-2.70482e+06
165.2,294509
165.3,2.21952e+06
165.4,-4.027e+06
165.5,4.54255e+06
165.6,-3.59526e+06
165.7,1.48526e+06
165.8,1.11129e+06
165.9,-3.3589e+06
166,4.53159e+06
166.1,-4.24734e+06
166.2,2.59254e+06
166.3,-95832.7
166.4,-2.44078e+06
166.5,4.19954e+06
166.6,-4.61053e+06
166.7,3.53638e+06
166.8,-1.31809e+06
166.9,-1.33317e+06
167,3.5641e+06
167.1,-4.65384e+06
167.2,4.24691e+06
167.3,-2.46916e+06
167.4,-111113
167.5,2.66481e+06
167.6,-4.36841e+06
167.7,4.66958e+06
167.8,-3.46619e+06
167.9,1.14087e+06
168,1.56062e+06
168.1,-3.76855e+06
168.2,4.76925e+06
168.3,-4.23575e+06
168.4,2.33459e+06
168.5,326083
168.6,-2.89109e+06
168.7,4.53304e+06
168.8,-4.71923e+06
168.9,3.38445e+06
169,-953670
169.1,-1.79323e+06
169.2,3.97168e+06
169.3,-4.87726e+06
169.4,4.21347e+06
169.5,-2.18878e+06
169.6,-548802
169.7,3.11912e+06
169.8,-4.69282e+06
169.9,4.75899e+06
170,-3.29095e+06
170.1,756638
170.2,2.03057e+06
170.3,-4.17289e+06
170.4,4.9773e+06
170.5,-4.17973e+06
170.6,2.0317e+06
170.7,778964
170.8,-3.34834e+06
170.9,4.84715e+06
171,-4.78838e+06
171.1,3.18551e+06
171.2,-549931
171.3,-2.27219e+06
171.4,4.37159e+06
171.5,-5.06883e+06
171.6,4.1342e+06
171.7,-1.86334e+06
171.8,-1.01623e+06
171.9,3.5782e+06
172,-4.99543e+06
172.1,4.80696e+06
172.2,-3.06797e+06
172.3,333741
172.4,2.51761e+06
172.5,-4.56715e+06
172.6,5.15128e+06
172.7,-4.07656e+06
172.8,1.68375e+06
172.9,1.26024e+06
173,-3.80812e+06
173.1,5.13703e+06
173.2,-4.81427e+06
173.3,2.93819e+06
173.4,-108295
173.5,-2.76631e+06
173.6,4.75894e+06
173.7,-5.2241e+06
173.8,4.00654e+06
173.9,-1.493e+06
174,-1.51058e+06
174.1,4.03748e+06
174.2,-5.27134e+06
174.3,4.80989e+06
174.4,-2.79608e+06
174.5,-126150
174.6,3.01775e+06
174.7,-4.94633e+06
174.8,5.28677e+06
174.9,-3.92385e+06
175,1.29117e+06
175.1,1.76683e+06
175.2,-4.26566e+06
175.3,5.39775e+06
175.4,-4.79341e+06
175.5,2.64157e+06
175.6,369300
175.7,-3.27139e+06
175.8,5.12866e+06
175.9,-5.33874e+06
176,3.82828e+06
176.1,-1.0784e+06
176.2,-2.02853e+06
176.3,4.49202e+06
176.4,-5.51563e+06
176.5,4.76444e+06
176.6,-2.47461e+06
176.7,-620832
176.8,3.52662e+06
176.9,-5.30527e+06
177,5.37949e+06
177.1,-3.71959e+06
177.2,854854
177.3,2.29519e+06
177.4,-4.71591e+06
177.5,5.62439e+06
177.6,-4.72261e+06
177.7,2.2952e+06
177.8,880387
177.9,-3.78285e+06
178,5.4755e+06
178.1,-5.40853e+06
178.2,3.59762e+06
178.3,-620738
178.4,-2.56629e+06
178.5,4.93666e+06
178.6,-5.72341e+06
178.7,4.66757e+06
178.8,-2.10337e+06
178.9,-1.14757e+06
179,4.03943e+06
179.1,-5.63867e+06
179.2,5.42537e+06
179.3,-3.46222e+06
179.4,376284
179.5,2.84128e+06
179.6,-5.15357e+06
179.7,5.81209e+06
179.8,-4.599e+06
179.9,1.89917e+06
180,1.42196e+06
180.1,-4.29572e+06
180.2,5.79413e+06
180.3,-5.42952e+06
180.4,3.31325e+06
180.5,-121765
180.6,-3.11958e+06
180.7,5.36596e+06
180.8,-5.88984e+06
180.9,4.51661e+06
181,-1.6827e+06
181.1,-1.70309e+06
181.2,4.55103e+06
181.3,-5.94118e+06
181.4,5.42054e+06
181.5,-3.15063e+06
181.6,-142513
181.7,3.40059e+06
181.8,-5.5731e+06
181.9,5.95607e+06
182,-4.42011e+06
182.1,1.45409e+06
182.2,1.99048e+06
182.3,-4.80469e+06
182.4,6.07917e+06
182.5,-5.39799e+06
182.6,2.97431e+06
182.7,416206
182.8,-3.68368e+06
182.9,5.7743e+06
183,-6.01021e+06
183.1,4.30928e+06
183.2,-1.21352e+06
183.3,-2.2836e+06
183.4,5.05596e+06
183.5,-6.20742e+06
183.6,5.36146e+06
183.7,-2.78427e+06
183.8,-698934
183.9,3.96818e+06
184,-5.96882e+06
184.1,6.05172e+06
184.2,-4.18391e+06
184.3,961193
184.4,2.58189e+06
184.5,-5.30413e+06
184.6,6.32527e+06
184.7,-5.31056e+06
184.8,2.58053e+06
184.9,990281
185,-4.25343e+06
185.1,6.15593e+06
185.2,-6.08004e+06
185.3,4.04381e+06
185.4,-697346
185.5,-2.88476e+06
185.6,5.54846e+06
185.7,-6.43205e+06
185.8,5.24494e+06
185.9,-2.36313e+06
186,-1.2898e+06
186.1,4.5387e+06
186.2,-6.3349e+06
186.3,6.09465e+06
186.4,-3.88885e+06
186.5,422267
186.6,3.19159e+06
186.7,-5.78818e+06
186.8,6.52713e+06
186.9,-5.16426e+06
187,2.13218e+06
187.1,1.59699e+06
187.2,-4.82328e+06
187.3,6.50501e+06
187.4,-6.09506e+06
187.5,3.71891e+06
187.6,-136277
187.7,-3.50175e+06
187.8,6.02252e+06
187.9,-6.60985e+06
188,5.06821e+06
188.1,-1.88779e+06
188.2,-1.91134e+06
188.3,5.10641e+06
188.4,-6.6655e+06
188.5,6.08078e+06
188.6,-3.53393e+06
188.7,-160264
188.8,3.81454e+06
188.9,-6.25072e+06
189,6.67959e+06
189.1,-4.95652e+06
189.2,1.63015e+06
189.3,2.23228e+06
189.4,-5.38733e+06
189.5,6.81566e+06
189.6,-6.05136e+06
189.7,3.33387e+06
189.8,466955
189.9,-4.12926e+06
190,6.47198e+06
190.1,-6.73575e+06
190.2,4.82896e+06
190.3,-1.35946e+06
190.4,-2.55922e+06
190.5,5.66524e+06
190.6,-6.95476e+06
190.7,6.00636e+06
190.8,-3.11872e+06
190.9,-783357
191,4.44517e+06
191.1,-6.68552e+06
191.2,6.77772e+06
191.3,-4.68532e+06
191.4,1.07597e+06
191.5,2.89154e+06
191.6,-5.93935e+06
191.7,7.08208e+06
191.8,-5.94538e+06
191.9,2.88855e+06
192,1.10899e+06
192.1,-4.76153e+06
192.2,6.89053e+06
192.3,-6.80493e+06
192.4,4.52542e+06
192.5,-779980
192.6,-3.22857e+06
192.7,6.20884e+06
192.8,-7.1969e+06
192.9,5.86804e+06
193,-2.64343e+06
193.1,-1.44334e+06
193.2,5.07753e+06
193.3,-7.08622e+06
193.4,6.81683e+06
193.5,-4.34914e+06
193.6,471819
193.7,3.56961e+06
193.8,-6.47286e+06
193.9,7.29852e+06
194,-5.77401e+06
194.1,2.38348e+06
194.2,1.78585e+06
194.3,-5.39239e+06
194.4,7.27178e+06
194.5,-6.81287e+06
194.6,4.15638e+06
194.7,-151865
194.8,-3.91394e+06
194.9,6.73059e+06
195,-7.38627e+06
195.1,5.66297e+06
195.2,-2.10888e+06
195.3,-2.13593e+06
195.4,5.70526e+06
195.5,-7.44643e+06
195.6,6.79256e+06
195.7,-3.94709e+06
195.8,-179463
195.9,4.26081e+06
196,-6.98117e+06
196.1,7.45946e+06
196.2,-5.53465e+06
196.3,1.81984e+06
196.4,2.49294e+06
196.5,-6.01529e+06
196.6,7.60937e+06
196.7,-6.75542e+06
196.8,3.72126e+06
196.9,521703
197,-4.60942e+06
197.1,7.22373e+06
197.2,-7.51744e+06
197.3,5.3888e+06
197.4,-1.51662e+06
197.5,-2.85621e+06
197.6,6.32163e+06
197.7,-7.7598e+06
197.8,6.70098e+06
197.9,-3.47891e+06
198,-874351
198.1,4.95896e+06
198.2,-7.45742e+06
198.3,7.55958e+06
198.4,-5.22524e+06
198.5,1.19951e+06
198.6,3.22505e+06
198.7,-6.62339e+06
198.8,7.89697e+06
198.9,-6.62885e+06
199,3.22012e+06
199.1,1.23686e+06
199.2,-5.30858e+06
199.3,7.68137e+06
199.4,-7.58526e+06
199.5,5.0438e+06
199.6,-868863
199.7,-3.59869e+06
199.8,6.91966e+06
199.9,-8.02009e+06
200,6.53861e+06
200.1,-2.94502e+06
200.2,-1.60865e+06
200.3,5.65743e+06
200.4,-7.89471e+06
200.5,7.5939e+06
200.6,-4.84436e+06
200.7,525068
200.8,3.97639e+06
200.9,-7.20954e+06
201,8.12842e+06
201.1,-6.42994e+06
201.2,2.65376e+06
201.3,1.98908e+06
201.4,-6.00461e+06
201.5,8.09657e+06
201.6,-7.58493e+06
201.7,4.62685e+06
201.8,-168563
201.9,-4.35731e+06
202,7.49211e+06
202.1,-8.22122e+06
202.2,6.3025e+06
202.3,-2.34656e+06
202.4,-2.3775e+06
202.5,6.3492e+06
202.6,-8.28609e+06
202.7,7.55782e+06
202.8,-4.39123e+06
202.9,-200171
203,4.74062e+06
203.1,-7.76643e+06
203.2,8.29778e+06
203.3,-6.15604e+06
203.4,2.02367e+06
203.5,2.77317e+06
203.6,-6.69027e+06
203.7,8.46242e+06
203.8,-7.51206e+06
203.9,4.13752e+06
204,580606
204.1,-5.12546e+06
204.2,8.03157e+06
204.3,-8.35738e+06
204.4,5.9903e+06
204.5,-1.68541e+06
204.6,-3.17537e+06
204.7,7.02688e+06
204.8,-8.62469e+06
204.9,7.44719e+06
205,-3.86578e+06
205.1,-972169
205.2,5.51091e+06
205.3,-8.28658e+06
205.4,8.39936e+06
205.5,-5.80511e+06
205.6,1.33212e+06
205.7,3.58329e+06
205.8,-7.35804e+06
205.9,8.77209e+06
206,-7.36277e+06
206.1,3.57611e+06
206.2,1.37424e+06
206.3,-5.89604e+06
206.4,8.53054e+06
206.5,-8.42307e+06
206.6,5.6003e+06
206.7,-964218
206.8,-3.99611e+06
206.9,7.68278e+06
207,-8.90378e+06
207.1,7.2584e+06
207.2,-3.26869e+06
207.3,-1.78616e+06
207.4,6.27991e+06
207.5,-8.76249e+06
207.6,8.42788e+06
207.7,-5.37579e+06
207.8,582144
207.9,4.41298e+06
208,-8.00011e+06
208.1,9.01896e+06
208.2,-7.13373e+06
208.3,2.9437e+06
208.4,2.20721e+06
208.5,-6.66152e+06
208.6,8.98149e+06
208.7,-8.4132e+06
208.8,5.13151e+06
208.9,-186404
209,-4.83299e+06
209.1,8.30901e+06
209.2,-9.11684e+06
209.3,6.98844e+06
209.4,-2.60142e+06
209.5,-2.63666e+06
209.6,7.03989e+06
209.7,-9.18662e+06
209.8,8.37847e+06
209.9,-4.86747e+06
210,-222452
210.1,5.25521e+06
210.2,-8.60848e+06
210.3,9.19665e+06
210.4,-6.82225e+06
210.5,2.24215e+06
210.6,3.07369e+06
210.7,-7.41397e+06
210.8,9.37695e+06
210.9,-8.32317e+06
211,4.58369e+06
211.1,643823
211.2,-5.67867e+06
211.3,8.8975e+06
211.4,-9.25765e+06
211.5,6.63494e+06
211.6,-1.86625e+06
211.7,-3.51749e+06
211.8,7.78274e+06
211.9,-9.55158e+06
212,8.24681e+06
212.1,-4.28028e+06
212.2,-1.07706e+06
212.3,6.1024e+06
212.4,-9.17504e+06
212.5,9.29913e+06
212.6,-6.42633e+06
212.7,1.47413e+06
212.8,3.96716e+06
212.9,-8.14513e+06
213,9.70959e+06
213.1,-8.14893e+06
213.2,3.95739e+06
213.3,1.52147e+06
213.4,-6.52535e+06
213.5,9.44009e+06
213.6,-9.32038e+06
213.7,6.19627e+06
213.8,-1.06627e+06
213.9,-4.4218e+06
214,8.50007e+06
214.1,-9.85011e+06
214.2,8.02914e+06
214.3,-3.6152e+06
214.4,-1.9763e+06
214.5,6.94648e+06
214.6,-9.69164e+06
214.7,9.32077e+06
214.8,-5.9447e+06
214.9,643172
215,4.88045e+06
215.1,-8.84648e+06
215.2,9.97228e+06
215.3,-7.88707e+06
215.4,3.25399e+06
215.5,2.44077e+06
215.6,-7.36471e+06
215.7,9.92866e+06
215.8,-9.29966e+06
215.9,5.67157e+06
216,-205420
216.1,-5.34212e+06
216.2,9.18326e+06
216.3,-1.00752e+07
216.4,7.7224e+06
216.5,-2.87406e+06
216.6,-2.91404e+06
216.7,7.77896e+06
216.8,-1.01501e+07
216.9,9.25646e+06
217,-5.37691e+06
217.1,-246366
217.2,5.80578e+06
217.3,-9.50932e+06
217.4,1.01582e+07
217.5,-7.53485e+06
217.6,2.47576e+06
217.7,3.39522e+06
217.8,-8.18809e+06
217.9,1.03551e+07
218,-9.19064e+06
218.1,5.0608e+06
218.2,711509
218.3,-6.27037e+06
218.4,9.82355e+06
218.5,-1.02204e+07
218.6,7.32422e+06
218.7,-2.05953e+06
218.8,-3.88338e+06
218.9,8.59097e+06
219,-1.05426e+07
219.1,9.10169e+06
219.2,-4.72337e+06
219.3,-1.18928e+06
219.4,6.7348e+06
219.5,-1.01249e+07
219.6,1.0261e+07
219.7,-7.09033e+06
219.8,1.62585e+06
219.9,4.37756e+06
220,-8.98646e+06
220.1,1.07116e+07
220.2,-8.98914e+06
220.3,4.3648e+06
220.4,1.6789e+06
220.5,-7.19794e+06
220.6,1.04121e+07
220.7,-1.02793e+07
220.8,6.83306e+06
220.9,-1.17523e+06
221,-4.87673e+06
221.1,9.37338e+06
221.2,-1.08612e+07
221.3,8.85258e+06
221.4,-3.98535e+06
221.5,-2.17953e+06
221.6,7.65865e+06
221.7,-1.06843e+07
221.8,1.02746e+07
221.9,-6.55236e+06
222,708281
222.1,5.37986e+06
222.2,-9.75055e+06
222.3,1.09905e+07
222.4,-8.69164e+06
222.5,3.58531e+06
222.6,2.6903e+06
222.7,-8.11576e+06
222.8,1.09402e+07
222.9,-1.02463e+07
223,6.24821e+06
223.1,-225643
223.2,-5.88584e+06
223.3,1.01168e+07
223.4,-1.10986e+07
223.5,8.506e+06
223.6,-3.16507e+06
223.7,-3.21026e+06
223.8,8.56805e+06
223.9,-1.11788e+07
224,1.01937e+07
224.1,-5.92068e+06
224.2,-271979
224.3,6.39355e+06
224.4,-1.04709e+07
224.5,1.11845e+07
224.6,-8.2954e+06
224.7,2.72503e+06
224.8,3.73846e+06
224.9,-9.01433e+06
225,1.13991e+07
225.1,-1.01164e+07
225.2,5.56988e+06
225.3,783825
225.4,-6.90183e+06
225.5,1.08117e+07
225.6,-1.12476e+07
225.7,8.05963e+06
225.8,-2.26569e+06
225.9,-4.27385e+06
226,9.45334e+06
226.1,-1.15999e+07
226.2,1.00137e+07
226.3,-5.19598e+06
226.4,-1.30908e+06
226.5,7.40948e+06
226.6,-1.11381e+07
226.7,1.12869e+07
226.8,-7.79853e+06
226.9,1.78759e+06
227,4.81536e+06
227.1,-9.88384e+06
227.2,1.17803e+07
227.3,-9.88518e+06
227.4,4.79922e+06
227.5,1.84687e+06
227.6,-7.91527e+06
227.7,1.14487e+07
227.8,-1.13017e+07
227.9,7.51201e+06
228,-1.29133e+06
228.1,-5.36189e+06
228.2,1.03046e+07
228.3,-1.19393e+07
228.4,9.73045e+06
228.5,-4.37989e+06
228.6,-2.39627e+06
228.7,8.41794e+06
228.8,-1.17425e+07
228.9,1.12913e+07
229,-7.20004e+06
229.1,777596
229.2,5.91227e+06
229.3,-1.07142e+07
229.4,1.20758e+07
229.5,-9.54911e+06
229.6,3.93835e+06
229.7,2.95631e+06
229.8,-8.91623e+06
229.9,1.20182e+07
230,-1.1255e+07
230.1,6.86264e+06
230.2,-247105
230.3,-6.4653e+06
230.4,1.11116e+07
230.5,-1.21889e+07
230.6,9.34086e+06
230.7,-3.47504e+06
230.8,-3.52596e+06
230.9,9.40882e+06
231,-1.22747e+07
231.1,1.11922e+07
231.2,-6.4999e+06
231.3,-299352
231.4,7.01976e+06
231.5,-1.14953e+07
231.6,1.22778e+07
231.7,-9.10544e+06
231.8,2.99044e+06
231.9,4.10413e+06
232,-9.89439e+06
232.1,1.25109e+07
232.2,-1.11022e+07
232.3,6.11197e+06
232.4,860927
232.5,-7.57437e+06
232.6,1.18641e+07
232.7,-1.23414e+07
232.8,8.84265e+06
232.9,-2.48511e+06
233,-4.68969e+06
233.1,1.03716e+07
233.2,-1.27256e+07
233.3,1.09846e+07
233.4,-5.69907e+06
233.5,-1.43671e+06
233.6,8.12781e+06
233.7,-1.22167e+07
233.8,1.2379e+07
233.9,-8.55235e+06
234,1.95966e+06
234.1,5.28147e+06
234.2,-1.08391e+07
234.3,1.29178e+07
234.4,-1.08388e+07
234.5,5.2615e+06
234.6,2.02574e+06
234.7,-8.67877e+06
234.8,1.25519e+07
234.9,-1.23898e+07
235,8.23447e+06
235.1,-1.41479e+06
235.2,-5.87824e+06
235.3,1.12955e+07
235.4,-1.30864e+07
235.5,1.06645e+07
235.6,-4.7996e+06
235.7,-2.62698e+06
235.8,9.22587e+06
235.9,-1.28683e+07
236,1.2373e+07
236.1,-7.88902e+06
236.2,851245
236.3,6.47873e+06
236.4,-1.17394e+07
236.5,1.32302e+07
236.6,-1.04612e+07
236.7,4.31379e+06
236.8,3.23936e+06
236.9,-9.76771e+06
237,1.31648e+07
237.1,-1.23279e+07
237.2,7.51604e+06
237.3,-269837
237.4,-7.08164e+06
237.5,1.21695e+07
237.6,-1.33484e+07
237.7,1.02286e+07
237.8,-3.80458e+06
237.9,-3.86175e+06
238,1.03029e+07
238.1,-1.344e+07
238.2,1.22538e+07
238.3,-7.11566e+06
238.4,-328551
238.5,7.68561e+06
238.6,-1.25844e+07
238.7,1.344e+07
238.8,-9.96654e+06
238.9,3.2725e+06
239,4.49294e+06
239.1,-1.083e+07
239.2,1.36928e+07
239.3,-1.21502e+07
239.4,6.68809e+06
239.5,942975
239.6,-8.28927e+06
239.7,1.29826e+07
239.8,-1.3504e+07
239.9,9.67477e+06
240,-2.71821e+06
240.1,-5.13171e+06
240.2,1.13475e+07
240.3,-1.3922e+07
240.4,1.20163e+07
240.5,-6.23359e+06
240.6,-1.57243e+06
240.7,8.89118e+06
240.8,-1.33629e+07
240.9,1.35394e+07
241,-9.35321e+06
241.1,2.1424e+06
241.2,5.77676e+06
241.3,-1.1854e+07
241.4,1.41263e+07
241.5,-1.18519e+07
241.6,5.75251e+06
241.7,2.21584e+06
241.8,-9.4899e+06
241.9,1.37238e+07
242,-1.35456e+07
242.1,9.0018e+06
242.2,-1.54583e+06
242.3,-6.42676e+06
242.4,1.2348e+07
242.5,-1.43047e+07
242.6,1.16564e+07
242.7,-5.24526e+06
242.8,-2.87209e+06
242.9,1.00839e+07
243,-1.4064e+07
243.1,1.35217e+07
243.2,-8.62056e+06
243.3,929351
243.4,7.08031e+06
243.5,-1.28281e+07
243.6,1.4456e+07
243.7,-1.14295e+07
243.8,4.71232e+06
243.9,3.53997e+06
244,-1.06718e+07
244.1,1.43821e+07
244.2,-1.34669e+07
244.3,8.2096e+06
244.4,-293869
244.5,-7.736e+06
244.6,1.32926e+07
244.7,-1.45793e+07
244.8,1.11709e+07
244.9,-4.15426e+06
245,-4.21825e+06
245.1,1.12519e+07
245.2,-1.46768e+07
245.3,1.33805e+07
245.4,-7.76909e+06
245.5,-359639
245.6,8.39234e+06
245.7,-1.37402e+07
245.8,1.46733e+07
245.9,-1.08802e+07
246,3.57172e+06
246.1,4.90562e+06
246.2,-1.18228e+07
246.3,1.49469e+07
246.4,-1.3262e+07
246.5,7.29928e+06
246.6,1.03013e+06
246.7,-9.04784e+06
246.8,1.41694e+07
246.9,-1.47373e+07
247,1.05575e+07
247.1,-2.9654e+06
247.2,-5.60072e+06
247.3,1.23828e+07
247.4,-1.5191e+07
247.5,1.31107e+07
247.6,-6.80048e+06
247.7,-1.71649e+06
247.8,9.70095e+06
247.9,-1.45786e+07
248,1.47702e+07
248.1,-1.02025e+07
248.2,2.3361e+06
248.3,6.30215e+06
248.4,-1.29304e+07
248.5,1.54079e+07
248.6,-1.29262e+07
248.7,6.27311e+06
248.8,2.41754e+06
248.9,-1.03501e+07
249,1.49665e+07
249.1,-1.47711e+07
249.2,9.81533e+06
249.3,-1.68467e+06
249.4,-7.00844e+06
249.5,1.3464e+07
249.6,-1.55964e+07
249.7,1.2708e+07
249.8,-5.71763e+06
249.9,-3.13204e+06
250,1.09937e+07
250.1,-1.53315e+07
250.2,1.47393e+07
250.3,-9.39595e+06
250.4,1.01204e+06
250.5,7.71808e+06
250.6,-1.3982e+07
250.7,1.57553e+07
250.8,-1.24558e+07
250.9,5.13461e+06
251,3.85868e+06
251.1,-1.163e+07
251.2,1.56723e+07
251.3,-1.46739e+07
251.4,8.94454e+06
251.5,-319231
251.6,-8.42952e+06
251.7,1.44828e+07
251.8,-1.58835e+07
251.9,1.21692e+07
252,-4.52469e+06
252.1,-4.5961e+06
252.2,1.22575e+07
252.3,-1.59873e+07
252.4,1.45742e+07
252.5,-8.46131e+06
252.6,-392683
252.7,9.14116e+06
252.8,-1.49648e+07
252.9,1.59799e+07
253,-1.18481e+07
253.1,3.88858e+06
253.2,5.34288e+06
253.3,-1.28745e+07
253.4,1.62753e+07
253.5,-1.44396e+07
253.6,7.94656e+06
253.7,1.12255e+06
253.8,-9.85138e+06
253.9,1.54263e+07
254,-1.60435e+07
254.1,1.14923e+07
254.2,-3.22709e+06
254.3,-6.09753e+06
254.4,1.34793e+07
254.5,-1.65349e+07
254.6,1.42696e+07
254.7,-7.40069e+06
254.8,-1.86914e+06
254.9,1.05585e+07
255,-1.5866e+07
255.1,1.60733e+07
255.2,-1.11017e+07
255.3,2.54108e+06
255.4,6.85851e+06
255.5,-1.40701e+07
255.6,1.67648e+07
255.7,-1.40635e+07
255.8,6.82415e+06
255.9,2.63117e+06
256,-1.12608e+07
256.1,1.6282e+07
256.2,-1.60684e+07
256.3,1.06764e+07
256.4,-1.83152e+06
256.5,-7.62424e+06
256.6,1.46453e+07
256.7,-1.69636e+07
256.8,1.3821e+07
256.9,-6.21749e+06
257,-3.40727e+06
257.1,1.19566e+07
257.2,-1.6673e+07
257.3,1.60278e+07
257.4,-1.02164e+07
257.5,1.09944e+06
257.6,8.39308e+06
257.7,-1.52032e+07
257.8,1.71302e+07
257.9,-1.35417e+07
258,5.58136e+06
258.1,4.19602e+06
258.2,-1.2644e+07
258.3,1.70373e+07
258.4,-1.59509e+07
258.5,9.72202e+06
258.6,-345953
258.7,-9.16334e+06
258.8,1.5742e+07
258.9,-1.72633e+07
259,1.32254e+07
259.1,-4.91646e+06
259.2,-4.99592e+06
259.3,1.33214e+07
259.4,-1.73736e+07
259.5,1.58368e+07
259.6,-9.19341e+06
259.7,-427747
259.8,9.9333e+06
259.9,-1.626e+07
260,1.73618e+07
260.1,-1.28717e+07
260.2,4.2236e+06
260.3,5.80543e+06
260.4,-1.39869e+07
260.5,1.76802e+07
260.6,-1.5685e+07
260.7,8.63098e+06
260.8,1.22039e+06
260.9,-1.07012e+07
261,1.67555e+07
261.1,-1.74247e+07
261.2,1.24807e+07
261.3,-3.50367e+06
261.4,-6.62293e+06
261.5,1.46387e+07
261.6,-1.79558e+07
261.7,1.54947e+07
261.8,-8.03516e+06
261.9,-2.03065e+06
262,1.14652e+07
262.1,-1.72269e+07
262.2,1.74509e+07
262.3,-1.20522e+07
262.4,2.75766e+06
262.5,7.44674e+06
262.6,-1.52749e+07
262.7,1.8199e+07
262.8,-1.52656e+07
262.9,7.4065e+06
263,2.85709e+06
263.1,-1.22235e+07
263.2,1.76725e+07
263.3,-1.74394e+07
263.4,1.15864e+07
263.5,-1.98661e+06
263.6,-8.27516e+06
263.7,1.58938e+07
263.8,-1.84084e+07
263.9,1.49971e+07
264,-6.74562e+06
264.1,-3.69823e+06
264.2,1.29742e+07
264.3,-1.80905e+07
264.4,1.73894e+07
264.5,-1.10833e+07
264.6,1.19167e+06
264.7,9.10639e+06
264.8,-1.64935e+07
264.9,1.85828e+07
265,-1.4689e+07
265.1,6.05323e+06
265.2,4.55253e+06
265.3,-1.37154e+07
265.4,1.84795e+07
265.5,-1.72999e+07
265.6,1.05433e+07
265.7,-374063
265.8,-9.93862e+06
265.9,1.70721e+07
266,-1.87207e+07
266.1,1.43408e+07
266.2,-5.33015e+06
266.3,-5.41834e+06
266.4,1.44451e+07
266.5,-1.88377e+07
266.6,1.71703e+07
266.7,-9.96653e+06
266.8,-464899
266.9,1.077e+07
267,-1.76279e+07
267.1,1.88212e+07
267.2,-1.39526e+07
267.3,4.57726e+06
267.4,6.29399e+06
267.5,-1.51616e+07
267.6,1.91637e+07
267.7,-1.69999e+07
267.8,9.35355e+06
267.9,1.32383e+06
268,-1.15986e+07
268.1,1.8159e+07
268.2,-1.8883e+07
268.3,1.35241e+07
268.4,-3.79557e+06
268.5,-7.17773e+06
268.6,1.58628e+07
268.7,-1.94559e+07
268.8,1.67881e+07
268.9,-8.70484e+06
269,-2.20126e+06
269.1,1.24224e+07
269.2,-1.86636e+07
269.3,1.8905e+07
269.4,-1.30554e+07
269.5,2.98614e+06
269.6,8.06774e+06
269.7,-1.65467e+07
269.8,1.97128e+07
269.9,-1.65343e+07
270,8.02102e+06
270.1,3.09565e+06
270.2,-1.32395e+07
270.3,1.914e+07
270.4,-1.88863e+07
270.5,1.25466e+07
270.6,-2.15015e+06
270.7,-8.96216e+06
270.8,1.72114e+07
