x,y
270.9,-1.99331e+07
271,1.62381e+07
271.1,-7.30277e+06
271.2,-4.00537e+06
271.3,1.40479e+07
271.4,-1.95863e+07
271.5,1.88259e+07
271.6,-1.19978e+07
271.7,1.28885e+06
271.8,9.85907e+06
271.9,-1.78549e+07
272,2.01152e+07
272.1,-1.58992e+07
272.2,6.55092e+06
272.3,4.92874e+06
272.4,-1.48456e+07
272.5,2.00008e+07
272.6,-1.87229e+07
272.7,1.14094e+07
272.8,-403589
272.9,-1.07565e+07
273,1.84752e+07
273.1,-2.0258e+07
273.2,1.55173e+07
273.3,-5.76636e+06
273.4,-5.86399e+06
273.5,1.56304e+07
273.6,-2.0382e+07
273.7,1.85766e+07
273.8,-1.07818e+07
273.9,-504204
274,1.16524e+07
274.1,-1.90705e+07
274.2,2.03601e+07
274.3,-1.50923e+07
274.4,4.95008e+06
274.5,6.80929e+06
274.6,-1.64003e+07
274.7,2.0728e+07
274.8,-1.83863e+07
274.9,1.01153e+07
275,1.43301e+06
275.1,-1.25448e+07
275.2,1.96388e+07
275.3,-2.04204e+07
275.4,1.46241e+07
275.5,-4.10318e+06
275.6,-7.76275e+06
275.7,1.71533e+07
275.8,-2.10373e+07
275.9,1.81514e+07
276,-9.41068e+06
276.1,-2.38123e+06
276.2,1.34315e+07
276.3,-2.01781e+07
276.4,2.04377e+07
276.5,-1.41128e+07
276.6,3.22685e+06
276.7,8.7224e+06
276.8,-1.78871e+07
276.9,2.13084e+07
277,-1.78713e+07
277.1,8.66856e+06
277.2,3.34719e+06
277.3,-1.43105e+07
277.4,2.06865e+07
277.5,-2.0411e+07
277.6,1.35584e+07
277.7,-2.32237e+06
277.8,-9.68623e+06
277.9,1.85998e+07
278,-2.15397e+07
278.1,1.75457e+07
278.2,-7.88973e+06
278.3,-4.32912e+06
278.4,1.51795e+07
278.5,-2.11623e+07
278.6,2.03394e+07
278.7,-1.29613e+07
278.8,1.39111e+06
278.9,1.06522e+07
279,-1.92892e+07
279.1,2.17297e+07
279.2,-1.71741e+07
279.3,7.07511e+06
279.4,5.32519e+06
279.5,-1.60363e+07
279.6,2.16035e+07
279.7,-2.02219e+07
279.8,1.23217e+07
279.9,-434561
280,-1.16181e+07
280.1,1.99532e+07
280.2,-2.18772e+07
280.3,1.67564e+07
280.4,-6.22568e+06
280.5,-6.33349e+06
280.6,1.68788e+07
280.7,-2.20084e+07
280.8,2.00577e+07
280.9,-1.16402e+07
281,-545729
281.1,1.25819e+07
281.2,-2.05898e+07
281.3,2.19807e+07
281.4,-1.62924e+07
281.5,5.34254e+06
281.6,7.35203e+06
281.7,-1.77048e+07
281.8,2.23751e+07
281.9,-1.98461e+07
282,1.09173e+07
282.1,1.54811e+06
282.2,-1.35412e+07
282.3,2.11968e+07
282.4,-2.20391e+07
282.5,1.57821e+07
282.6,-4.42691e+06
282.7,-8.37878e+06
282.8,1.8512e+07
282.9,-2.27022e+07
283,1.95866e+07
283.1,-1.01536e+07
283.2,-2.57083e+06
283.3,1.44939e+07
283.4,-2.17723e+07
283.5,2.20511e+07
283.6,-1.52257e+07
283.7,3.48008e+06
283.8,9.41161e+06
283.9,-1.92981e+07
284,2.29877e+07
284.1,-1.92785e+07
284.2,9.34998e+06
284.3,3.61207e+06
284.4,-1.54377e+07
284.5,2.23142e+07
284.6,-2.20157e+07
284.7,1.46231e+07
284.8,-2.50347e+06
284.9,-1.04484e+07
285,2.0061e+07
285.1,-2.32303e+07
285.2,1.89216e+07
285.3,-8.50726e+06
285.4,-4.66993e+06
285.5,1.63702e+07
285.6,-2.28206e+07
285.7,2.19319e+07
285.8,-1.39749e+07
285.9,1.49858e+06
286,1.14868e+07
286.1,-2.07984e+07
286.2,2.34284e+07
286.3,-1.85153e+07
286.4,7.62647e+06
286.5,5.74242e+06
286.6,-1.72891e+07
286.7,2.32895e+07
286.8,-2.17987e+07
286.9,1.32814e+07
287,-467004
287.1,-1.25246e+07
287.2,2.1508e+07
287.3,-2.35804e+07
287.4,1.80597e+07
287.5,-6.70869e+06
287.6,-6.82747e+06
287.7,1.81921e+07
287.8,-2.3719e+07
287.9,2.16154e+07
288,-1.2543e+07
288.1,-589544
288.2,1.35595e+07
288.3,-2.21877e+07
288.4,2.36851e+07
288.5,-1.75544e+07
288.6,5.75515e+06
288.7,7.92295e+06
288.8,-1.90768e+07
288.9,2.41073e+07
289,-2.13812e+07
289.1,1.17605e+07
289.2,1.66927e+06
289.3,-1.45891e+07
289.4,2.28352e+07
289.5,-2.37411e+07
289.6,1.69997e+07
289.7,-4.76716e+06
289.8,-9.02664e+06
289.9,1.99407e+07
290,-2.44526e+07
290.1,2.10955e+07
290.2,-1.09346e+07
290.3,-2.7703e+06
290.4,1.56109e+07
290.5,-2.34484e+07
290.6,2.37472e+07
290.7,-1.63955e+07
290.8,3.74616e+06
290.9,1.01363e+07
291,-2.07815e+07
291.1,2.47531e+07
291.2,-2.07577e+07
291.3,1.00661e+07
291.4,3.89065e+06
291.5,-1.66226e+07
291.6,2.40252e+07
291.7,-2.37023e+07
291.8,1.57422e+07
291.9,-2.69368e+06
292,-1.12495e+07
292.1,2.15969e+07
292.2,-2.50072e+07
292.3,2.03675e+07
292.4,-9.15614e+06
292.5,-5.02825e+06
292.6,1.76217e+07
292.7,-2.45635e+07
292.8,2.36054e+07
292.9,-1.504e+07
293,1.61136e+06
293.1,1.23639e+07
293.2,-2.23843e+07
293.3,2.52133e+07
293.4,-1.99246e+07
293.5,8.20568e+06
293.6,6.18097e+06
293.7,-1.86056e+07
293.8,2.50611e+07
293.9,-2.34555e+07
294,1.42895e+07
294.1,-500946
294.2,-1.34771e+07
294.3,2.31416e+07
294.4,-2.53698e+07
294.5,1.94288e+07
294.6,-7.21599e+06
294.7,-7.34657e+06
294.8,1.95718e+07
294.9,-2.55162e+07
295,2.32517e+07
295.1,-1.34913e+07
295.2,-635715
295.3,1.45866e+07
295.4,-2.38662e+07
295.5,2.54753e+07
295.6,-1.888e+07
295.7,6.1884e+06
295.8,8.52275e+06
295.9,-2.05178e+07
296,2.59267e+07
296.1,-2.29934e+07
296.2,1.2646e+07
296.3,1.79668e+06
296.4,-1.56897e+07
296.5,2.45559e+07
296.6,-2.55285e+07
296.7,1.82782e+07
296.8,-5.12434e+06
296.9,-9.70713e+06
297,2.14411e+07
297.1,-2.62908e+07
297.2,2.26799e+07
297.3,-1.17546e+07
297.4,-2.97991e+06
297.5,1.6784e+07
297.6,-2.52084e+07
297.7,2.55281e+07
297.8,-1.76238e+07
297.9,4.02539e+06
298,1.08973e+07
298.1,-2.23391e+07
298.2,2.66066e+07
298.3,-2.23106e+07
298.4,1.08179e+07
298.5,4.18326e+06
298.6,-1.78668e+07
298.7,2.58215e+07
298.8,-2.54729e+07
298.9,1.69168e+07
299,-2.89321e+06
299.1,-1.20907e+07
299.2,2.32092e+07
299.3,-2.68725e+07
299.4,2.18853e+07
299.5,-9.83712e+06
299.6,-5.40452e+06
299.7,1.89355e+07
299.8,-2.63928e+07
299.9,2.53619e+07
300,-1.61578e+07
300.1,1.72959e+06
300.2,1.32847e+07
300.3,-2.4049e+07
300.4,2.70866e+07
300.5,-2.14036e+07
300.6,8.81344e+06
300.7,6.64137e+06
300.8,-1.99873e+07
300.9,2.69204e+07
301,-2.51941e+07
301.1,1.53473e+07
301.2,-536413
301.3,-1.44768e+07
301.4,2.48559e+07
301.5,-2.72475e+07
301.6,2.08654e+07
301.7,-7.74817e+06
301.8,-7.8914e+06
301.9,2.10196e+07
302,-2.74019e+07
302.1,2.49685e+07
302.2,-1.44861e+07
302.3,-684313
302.4,1.56643e+07
302.5,-2.56274e+07
302.6,2.73536e+07
302.7,-2.02706e+07
302.8,6.64278e+06
302.9,9.15215e+06
303,-2.20298e+07
303.1,2.78354e+07
303.2,-2.46846e+07
303.3,1.35748e+07
303.4,1.93049e+06
303.5,-1.68445e+07
303.6,2.6361e+07
303.7,-2.74035e+07
303.8,1.96193e+07
303.9,-5.49885e+06
304,-1.04211e+07
304.1,2.3015e+07
304.2,-2.82189e+07
304.3,2.43416e+07
304.4,-1.26144e+07
304.5,-3.19991e+06
304.6,1.80145e+07
304.7,-2.70544e+07
304.8,2.73959e+07
304.9,-1.89118e+07
305,4.31808e+06
305.1,1.16955e+07
305.2,-2.39726e+07
305.3,2.85505e+07
305.4,-2.39391e+07
305.5,1.16061e+07
305.6,4.49027e+06
305.7,-1.91716e+07
305.8,2.77052e+07
305.9,-2.73296e+07
306,1.81484e+07
306.1,-3.10228e+06
306.2,-1.29728e+07
306.3,2.48999e+07
306.4,-2.88283e+07
306.5,2.34766e+07
306.6,-1.0551e+07
306.7,-5.79919e+06
306.8,2.0313e+07
306.9,-2.83109e+07
307,2.72034e+07
307.1,-1.73296e+07
307.2,1.85338e+06
307.3,1.42502e+07
307.4,-2.57942e+07
307.5,2.90505e+07
307.6,-2.2954e+07
307.7,9.4504e+06
307.8,7.12416e+06
307.9,-2.14358e+07
308,2.88694e+07
308.1,-2.70165e+07
308.2,1.64561e+07
308.3,-573431
308.4,-1.55249e+07
308.5,2.66528e+07
308.6,-2.92156e+07
308.7,2.2371e+07
308.8,-8.30581e+06
308.9,-8.46261e+06
309,2.25372e+07
309.1,-2.93783e+07
309.2,2.67678e+07
309.3,-1.55285e+07
309.4,-735405
309.5,1.6794e+07
309.6,-2.74731e+07
309.7,2.9322e+07
309.8,-2.17278e+07
309.9,7.11881e+06
310,9.81189e+06
310.1,-2.36143e+07
310.2,2.98355e+07
310.3,-2.64568e+07
310.4,1.45479e+07
310.5,2.07086e+06
310.6,-1.80546e+07
310.7,2.82525e+07
310.8,-2.93681e+07
310.9,2.10243e+07
311,-5.8911e+06
311.1,-1.11692e+07
311.2,2.46641e+07
311.3,-3.0239e+07
311.4,2.60826e+07
311.5,-1.35152e+07
311.6,-3.43056e+06
311.7,1.93037e+07
311.8,-2.89884e+07
311.9,2.93526e+07
312,-2.0261e+07
312.1,4.62454e+06
312.2,1.25319e+07
312.3,-2.56839e+07
312.4,3.05867e+07
312.5,-2.56449e+07
312.6,1.24316e+07
312.7,4.81203e+06
312.8,-2.05385e+07
312.9,2.96783e+07
313,-2.92743e+07
313.1,1.94383e+07
313.2,-3.3211e+06
313.3,-1.38969e+07
313.4,2.66708e+07
313.5,-3.08767e+07
313.6,2.51432e+07
313.7,-1.12985e+07
313.8,-6.21269e+06
313.9,2.17559e+07
314,-3.03197e+07
314.1,2.9132e+07
314.2,-1.85567e+07
314.3,1.98285e+06
314.4,1.52614e+07
314.5,-2.76219e+07
314.6,3.11072e+07
314.7,-2.45774e+07
314.8,1.01173e+07
314.9,7.62988e+06
315,-2.29528e+07
315.1,3.09102e+07
315.2,-2.89247e+07
315.3,1.76169e+07
315.4,-612025
315.5,-1.66224e+07
315.6,2.85344e+07
315.7,-3.12763e+07
315.8,2.39474e+07
315.9,-8.88951e+06
316,-9.06082e+06
316.1,2.41262e+07
316.2,-3.14475e+07
316.3,2.86515e+07
316.4,-1.66198e+07
316.5,-789062
316.6,1.79767e+07
316.7,-2.94055e+07
316.8,3.13826e+07
316.9,-2.32531e+07
317,7.61696e+06
317.1,1.05027e+07
317.2,-2.5273e+07
317.3,3.19293e+07
317.4,-2.83117e+07
317.5,1.55664e+07
317.6,2.21796e+06
317.7,-1.93213e+07
317.8,3.02324e+07
317.9,-3.14244e+07
318,2.24948e+07
318.1,-6.30149e+06
318.2,-1.19525e+07
318.3,2.63903e+07
318.4,-3.23533e+07
318.5,2.79046e+07
318.6,-1.44578e+07
318.7,-3.67213e+06
318.8,2.06532e+07
318.9,-3.10125e+07
319,3.14003e+07
319.1,-2.16729e+07
319.2,4.94509e+06
319.3,1.34073e+07
319.4,-2.74749e+07
319.5,3.27176e+07
319.6,-2.74298e+07
319.7,1.32953e+07
319.8,5.14889e+06
319.9,-2.19689e+07
320,3.1743e+07
320.1,-3.13091e+07
320.2,2.07879e+07
320.3,-3.54989e+06
320.4,-1.4864e+07
320.5,2.85238e+07
320.6,-3.302e+07
320.7,2.68868e+07
320.8,-1.20804e+07
320.9,-6.64549e+06
321,2.32655e+07
321.1,-3.24214e+07
321.2,3.11496e+07
321.3,-1.98403e+07
321.4,2.11814e+06
321.5,1.63195e+07
321.6,-2.9534e+07
321.7,3.32586e+07
321.8,-2.62756e+07
321.9,1.08147e+07
322,8.15907e+06
322.1,-2.45397e+07
322.2,3.30451e+07
322.3,-3.09207e+07
322.4,1.8831e+07
322.5,-652220
322.6,-1.77705e+07
322.7,3.05025e+07
322.8,-3.34317e+07
322.9,2.5596e+07
323,-9.49984e+06
323.1,-9.68666e+06
323.2,2.57882e+07
323.3,-3.36117e+07
323.4,3.06216e+07
323.5,-1.77609e+07
323.6,-845354
323.7,1.92138e+07
323.8,-3.14264e+07
323.9,3.35375e+07
324,-2.48481e+07
324.1,8.13774e+06
324.2,1.12252e+07
324.3,-2.70077e+07
324.4,3.41188e+07
324.5,-3.02514e+07
324.6,1.66312e+07
324.7,2.37196e+06
324.8,-2.06461e+07
324.9,3.23028e+07
325,-3.35744e+07
325.1,2.40323e+07
325.2,-6.73042e+06
325.3,-1.27716e+07
325.4,2.81952e+07
325.5,-3.4564e+07
325.6,2.98096e+07
325.7,-1.54431e+07
325.8,-3.92486e+06
325.9,2.20641e+07
326,-3.31287e+07
326.1,3.35411e+07
326.2,-2.31489e+07
326.3,5.28002e+06
326.4,1.43226e+07
326.5,-2.93472e+07
326.6,3.49451e+07
326.7,-2.92956e+07
326.8,1.4198e+07
326.9,5.50121e+06
327,-2.34644e+07
327.1,3.39014e+07
327.2,-3.34361e+07
327.3,2.21984e+07
327.4,-3.78885e+06
327.5,-1.5875e+07
327.6,3.04607e+07
327.7,-3.52602e+07
327.8,2.87092e+07
327.9,-1.28975e+07
328,-7.09803e+06
328.1,2.48435e+07
328.2,-3.46181e+07
328.3,3.32582e+07
328.4,-2.11817e+07
328.5,2.25934e+06
328.6,1.74254e+07
328.7,-3.15324e+07
328.8,3.5507e+07
328.9,-2.80502e+07
329,1.15434e+07
329.1,8.71227e+06
329.2,-2.61982e+07
329.3,3.52762e+07
329.4,-3.30064e+07
329.5,2.00995e+07
329.6,-694040
329.7,-1.89704e+07
329.8,3.25592e+07
329.9,-3.56838e+07
330,2.73186e+07
330.1,-1.01374e+07
330.2,-1.03408e+07
330.3,2.75248e+07
330.4,-3.5873e+07
330.5,3.26798e+07
330.6,-1.89531e+07
330.7,-904352
330.8,2.05065e+07
330.9,-3.3538e+07
331,3.57888e+07
331.1,-2.65145e+07
331.2,8.68164e+06
331.3,1.19803e+07
331.4,-2.88201e+07
331.5,3.64061e+07
331.6,-3.22776e+07
331.7,1.77435e+07
331.8,2.53302e+06
331.9,-2.20302e+07
332,3.44656e+07
332.1,-3.58204e+07
332.2,2.56382e+07
332.3,-7.17829e+06
332.4,-1.36274e+07
332.5,3.00806e+07
332.6,-3.68731e+07
332.7,3.17992e+07
332.8,-1.64721e+07
332.9,-4.18903e+06
333,2.3538e+07
333.1,-3.5339e+07
333.2,3.5777e+07
333.3,-2.46902e+07
333.4,5.62966e+06
333.5,1.52788e+07
333.6,-3.13029e+07
333.7,3.72716e+07
333.8,-3.12441e+07
333.9,1.51406e+07
334,5.86933e+06
334.1,-2.50262e+07
334.2,3.61554e+07
334.3,-3.56572e+07
334.4,2.36713e+07
334.5,-4.03822e+06
334.6,-1.6931e+07
334.7,3.24835e+07
334.8,-3.75994e+07
334.9,3.06121e+07
335,-1.37506e+07
335.1,-7.57075e+06
335.2,2.64914e+07
335.3,-3.69118e+07
335.4,3.54599e+07
335.5,-2.25821e+07
335.6,2.40659e+06
335.7,1.85803e+07
335.8,-3.36191e+07
335.9,3.78545e+07
336,-2.99029e+07
336.1,1.2304e+07
336.2,9.29002e+06
336.3,-2.79298e+07
336.4,3.76054e+07
336.5,-3.51839e+07
336.6,2.14237e+07
336.7,-737509
336.8,-2.02232e+07
336.9,3.47064e+07
337,-3.80349e+07
337.1,2.91167e+07
337.2,-1.08028e+07
337.3,-1.10238e+07
337.4,2.93379e+07
337.5,-3.82335e+07
337.6,3.48283e+07
337.7,-2.01973e+07
337.8,-966128
337.9,2.18559e+07
338,-3.5742e+07
338.1,3.81388e+07
338.2,-2.82536e+07
338.3,9.24916e+06
338.4,1.27685e+07
338.5,-3.07119e+07
338.6,3.87935e+07
338.7,-3.43924e+07
338.8,1.89042e+07
338.9,2.70131e+06
339,-2.34748e+07
339.1,3.67228e+07
339.2,-3.81643e+07
339.3,2.7314e+07
339.4,-7.6455e+06
339.5,-1.45207e+07
339.6,3.20484e+07
339.7,-3.92828e+07
339.8,3.38754e+07
339.9,-1.75458e+07
340,-4.4649e+06
340.1,2.50761e+07
340.2,-3.76456e+07
340.3,3.81101e+07
340.4,-2.62985e+07
340.5,5.99429e+06
340.6,1.62767e+07
340.7,-3.33435e+07
340.8,3.96991e+07
340.9,-3.32771e+07
341,1.61239e+07
341.1,6.25362e+06
341.2,-2.6656e+07
341.3,3.85072e+07
341.4,-3.79746e+07
341.5,2.52078e+07
341.6,-4.29819e+06
341.7,-1.80328e+07
341.8,3.45939e+07
341.9,-4.004e+07
342,3.25971e+07
342.1,-1.46404e+07
342.2,-8.06411e+06
342.3,2.82106e+07
342.4,-3.93047e+07
342.5,3.77566e+07
342.6,-2.40429e+07
342.7,2.55999e+06
342.8,1.97852e+07
342.9,-3.57959e+07
343,4.03033e+07
343.1,-3.18354e+07
343.2,1.30972e+07
343.3,9.89286e+06
343.4,-2.97362e+07
343.5,4.0035e+07
343.6,-3.7455e+07
343.7,2.28048e+07
343.8,-782650
343.9,-2.153e+07
344,3.6946e+07
344.1,-4.04871e+07
344.2,3.09919e+07
344.3,-1.14965e+07
344.4,-1.17363e+07
344.5,3.12289e+07
344.6,-4.06954e+07
344.7,3.70689e+07
344.8,-2.14947e+07
344.9,-1.03075e+06
345,2.32634e+07
345.1,-3.80407e+07
345.2,4.05893e+07
345.3,-3.00671e+07
345.4,9.84078e+06
345.5,1.35907e+07
345.6,-3.26848e+07
345.7,4.12831e+07
345.8,-3.65974e+07
345.9,2.01143e+07
346,2.87699e+06
346.1,-2.49814e+07
346.2,3.90766e+07
346.3,-4.06083e+07
346.4,2.90612e+07
346.5,-8.13246e+06
346.6,-1.54523e+07
346.7,3.41001e+07
346.8,-4.17954e+07
346.9,3.60401e+07
347,-1.8665e+07
347.1,-4.75271e+06
347.2,2.66799e+07
347.3,-4.00505e+07
347.4,4.05424e+07
347.5,-2.79751e+07
347.6,6.37424e+06
347.7,1.73172e+07
347.8,-3.54711e+07
347.9,4.22298e+07
348,-3.53964e+07
348.1,1.71488e+07
348.2,6.65443e+06
348.3,-2.83551e+07
348.4,4.09589e+07
348.5,-4.03902e+07
348.6,2.68094e+07
348.7,-4.56898e+06
348.8,-1.91815e+07
348.9,3.67939e+07
349,-4.25839e+07
349.1,3.46662e+07
349.2,-1.55676e+07
349.3,-8.57855e+06
349.4,3.00028e+07
349.5,-4.17989e+07
349.6,4.01504e+07
349.7,-2.55652e+07
349.8,2.71968e+06
349.9,2.10412e+07
350,-3.80647e+07
350.1,4.28555e+07
350.2,-3.38493e+07
350.3,1.39237e+07
350.4,1.05213e+07
350.5,-3.16189e+07
350.6,4.25671e+07
350.7,-3.98218e+07
350.8,2.42438e+07
350.9,-829486
351,-2.28921e+07
351.1,3.92799e+07
351.2,-4.30424e+07
351.3,3.29459e+07
351.4,-1.22193e+07
351.5,-1.2479e+07
351.6,3.31995e+07
351.7,-4.32608e+07
351.8,3.94035e+07
351.9,-2.28465e+07
352,-1.0983e+06
352.1,2.47301e+07
352.2,-4.04359e+07
352.3,4.31427e+07
352.4,-3.19564e+07
352.5,1.0457e+07
352.6,1.44476e+07
352.7,-3.47405e+07
352.8,4.38769e+07
352.9,-3.88948e+07
353,2.13749e+07
353.1,3.06024e+06
353.2,-2.65511e+07
353.3,4.15289e+07
353.4,-4.31544e+07
353.5,3.08813e+07
353.6,-8.63956e+06
353.7,-1.6423e+07
353.8,3.62377e+07
353.9,-4.44128e+07
354,3.8295e+07
354.1,-1.98308e+07
354.2,-5.05275e+06
354.3,2.83508e+07
354.4,-4.25557e+07
354.5,4.30761e+07
354.6,-2.97213e+07
354.7,6.76981e+06
354.8,1.84013e+07
354.9,-3.76873e+07
355,4.48658e+07
355.1,-3.76037e+07
355.2,1.82162e+07
355.3,7.07212e+06
355.4,-3.0125e+07
355.5,4.35126e+07
355.6,-4.29061e+07
355.7,2.84773e+07
355.8,-4.8508e+06
355.9,-2.03781e+07
356,3.90852e+07
356.1,-4.52333e+07
356.2,3.68209e+07
356.3,-1.65332e+07
356.4,-9.11452e+06
356.5,3.18693e+07
356.6,-4.43964e+07
356.7,4.26432e+07
356.8,-2.71505e+07
356.9,2.88576e+06
357,2.23493e+07
357.1,-4.04275e+07
357.2,4.55132e+07
357.3,-3.59463e+07
357.4,1.47841e+07
357.5,1.1176e+07
357.6,-3.35796e+07
357.7,4.52038e+07
357.8,-4.22862e+07
357.9,2.57421e+07
358,-878038
358.1,-2.43105e+07
358.2,4.17102e+07
358.3,-4.5703e+07
358.4,3.49803e+07
358.5,-1.29716e+07
358.6,-1.32525e+07
358.7,3.52514e+07
358.8,-4.59318e+07
358.9,4.18341e+07
359,-2.42537e+07
359.1,-1.16884e+06
359.2,2.62573e+07
359.3,-4.29296e+07
359.4,4.58009e+07
359.5,-3.39233e+07
359.6,1.10983e+07
359.7,1.53398e+07
359.8,-3.68806e+07
359.9,4.65772e+07
360,-4.12862e+07
360.1,2.2687e+07
360.2,3.25121e+06
360.3,-2.81854e+07
360.4,4.40818e+07
360.5,-4.58048e+07
360.6,3.27758e+07
360.7,-9.1672e+06
360.8,-1.74337e+07
360.9,3.84629e+07
361,-4.71373e+07
361.1,4.06419e+07
361.2,-2.1044e+07
361.3,-5.36526e+06
361.4,3.00901e+07
361.5,-4.51632e+07
361.6,4.57132e+07
361.7,-3.15387e+07
361.8,7.1813e+06
361.9,1.95297e+07
362,-3.99941e+07
362.1,4.76092e+07
362.2,-3.99009e+07
362.3,1.93268e+07
362.4,7.50704e+06
362.5,-3.19671e+07
362.6,4.61703e+07
362.7,-4.55244e+07
362.8,3.02129e+07
362.9,-5.14387e+06
363,-2.16236e+07
363.1,4.14698e+07
363.2,-4.79904e+07
363.3,3.9063e+07
363.4,-1.75377e+07
363.5,-9.67247e+06
363.6,3.38118e+07
363.7,-4.70994e+07
363.8,4.52371e+07
363.9,-2.87998e+07
364,3.05835e+06
364.1,2.37107e+07
364.2,-4.28861e+07
364.3,4.82785e+07
364.4,-3.81282e+07
364.5,1.56792e+07
364.6,1.18574e+07
364.7,-3.56197e+07
364.8,4.79472e+07
364.9,-4.48501e+07
365,2.73008e+07
365.1,-928329
365.2,-2.57865e+07
365.3,4.42388e+07
365.4,-4.84711e+07
365.5,3.70967e+07
365.6,-1.37541e+07
365.7,-1.40574e+07
365.8,3.73863e+07
365.9,-4.87105e+07
366,4.43626e+07
366.1,-2.57174e+07
366.2,-1.24245e+06
366.3,2.78463e+07
366.4,-4.55238e+07
366.5,4.85661e+07
366.6,-3.59692e+07
366.7,1.17652e+07
366.8,1.62681e+07
366.9,-3.9107e+07
367,4.93861e+07
367.1,-4.37737e+07
367.2,2.40517e+07
367.3,3.45008e+06
367.4,-2.98854e+07
367.5,4.67372e+07
367.6,-4.85615e+07
367.7,3.47461e+07
367.8,-9.71579e+06
367.9,-1.8485e+07
368,4.07775e+07
368.1,-4.9971e+07
368.2,4.30828e+07
368.3,-2.23056e+07
368.4,-5.69051e+06
368.5,3.18992e+07
368.6,-4.78752e+07
368.7,4.84557e+07
368.8,-3.34286e+07
368.9,7.60902e+06
369,2.07035e+07
369.1,-4.23931e+07
369.2,5.04623e+07
369.3,-4.22897e+07
369.4,2.04816e+07
369.5,7.95955e+06
369.6,-3.38829e+07
369.7,4.8934e+07
369.8,-4.8247e+07
369.9,3.20176e+07
370,-5.44839e+06
370.1,-2.29189e+07
370.2,4.39496e+07
370.3,-5.08574e+07
370.4,4.13943e+07
370.5,-1.8582e+07
370.6,-1.02529e+07
370.7,3.58317e+07
370.8,-4.99099e+07
370.9,4.7934e+07
371,-3.05145e+07
371.1,3.23757e+06
371.2,2.51264e+07
371.3,-4.54425e+07
371.4,5.11536e+07
371.5,-4.03965e+07
371.6,1.66096e+07
371.7,1.2566e+07
371.8,-3.77409e+07
371.9,5.07995e+07
372,-4.75157e+07
372.1,2.8921e+07
372.2,-980379
372.3,-2.73211e+07
372.4,4.68675e+07
372.5,-5.13487e+07
372.6,3.92968e+07
372.7,-1.45673e+07
372.8,-1.48944e+07
372.9,3.96057e+07
373,-5.15991e+07
373.1,4.69909e+07
373.2,-2.72388e+07
373.3,-1.3192e+06
373.4,2.94981e+07
373.5,-4.82205e+07
373.6,5.14404e+07
373.7,-3.80956e+07
373.8,1.24582e+07
373.9,1.72333e+07
374,-4.14213e+07
374.1,5.23057e+07
374.2,-4.63591e+07
374.3,2.54699e+07
374.4,3.65702e+06
374.5,-3.16526e+07
374.6,4.94973e+07
374.7,-5.14267e+07
374.8,3.67938e+07
374.9,-1.02857e+07
375,-1.9578e+07
375.1,4.31831e+07
375.2,-5.29161e+07
375.3,4.56195e+07
375.4,-2.36166e+07
375.5,-6.02877e+06
375.6,3.37795e+07
375.7,-5.06937e+07
375.8,5.13057e+07
375.9,-3.53924e+07
376,8.05327e+06
376.1,2.19236e+07
376.2,-4.48863e+07
376.3,5.34272e+07
376.4,-4.4772e+07
376.5,2.16813e+07
376.6,8.43e+06
376.7,-3.58739e+07
376.8,5.1806e+07
376.9,-5.1076e+07
377,3.38926e+07
377.1,-5.76458e+06
377.2,-2.4265e+07
377.3,4.65263e+07
377.4,-5.38363e+07
377.5,4.38164e+07
377.6,-1.96668e+07
377.7,-1.08561e+07
377.8,3.79306e+07
377.9,-5.28302e+07
378,5.07361e+07
378.1,-3.22959e+07
378.2,3.42354e+06
378.3,2.65974e+07
378.4,-4.80986e+07
378.5,5.41407e+07
378.6,-4.2753e+07
378.7,1.75759e+07
378.8,1.33024e+07
378.9,-3.99448e+07
379,5.37626e+07
379.1,-5.02847e+07
379.2,3.0604e+07
379.3,-1.03421e+06
379.4,-2.89155e+07
379.5,4.95985e+07
379.6,-5.4338e+07
379.7,4.1582e+07
379.8,-1.54118e+07
379.9,-1.5764e+07
380,4.19113e+07
380.1,-5.45998e+07
380.2,4.9721e+07
380.3,-2.88189e+07
380.4,-1.39917e+06
380.5,3.12142e+07
380.6,-5.10217e+07
380.7,5.44259e+07
380.8,-4.03042e+07
380.9,1.31778e+07
381,1.8236e+07
381.1,-4.38253e+07
381.2,5.53382e+07
381.3,-4.90442e+07
381.4,2.69427e+07
381.5,3.8722e+06
381.6,-3.34882e+07
381.7,5.23639e+07
381.8,-5.44023e+07
381.9,3.89203e+07
382,-1.08774e+07
382.1,-2.07133e+07
382.2,4.56816e+07
382.3,-5.59746e+07
382.4,4.82538e+07
382.5,-2.49778e+07
382.6,-6.3803e+06
382.7,3.57324e+07
382.8,-5.36208e+07
382.9,5.42654e+07
383,-3.74316e+07
383.1,8.51436e+06
383.2,2.31907e+07
383.3,-4.74755e+07
383.4,5.65059e+07
383.5,-4.73494e+07
383.6,2.29269e+07
383.7,8.91877e+06
383.8,-3.79414e+07
383.9,5.47882e+07
384,-5.40135e+07
384.1,3.58394e+07
384.2,-6.09265e+06
384.3,-2.5663e+07
384.4,4.9202e+07
384.5,-5.69293e+07
384.6,4.63312e+07
384.7,-2.07929e+07
384.8,-1.14827e+07
384.9,4.011e+07
385,-5.58622e+07
385.1,5.36452e+07
385.2,-3.41452e+07
385.3,3.61637e+06
385.4,2.81249e+07
385.5,-5.08562e+07
385.6,5.72418e+07
